,user,item,rating
91540,870,197,5
91541,149,333,1
91542,411,194,5
91543,887,305,5
91544,896,637,2
91545,664,134,5
91546,89,405,3
91547,592,558,5
91548,671,526,2
91549,560,275,4
91550,943,231,2
91551,216,833,2
91552,605,934,4
91553,930,116,5
91554,830,88,4
91555,911,465,5
91556,843,74,2
91557,880,1188,2
91558,865,685,3
91559,445,271,1
91560,804,448,3
91561,793,106,3
91562,727,98,4
91563,537,518,4
91564,910,174,5
91565,886,566,3
91566,276,1273,2
91567,642,1058,3
91568,838,255,4
91569,711,727,4
91570,865,108,1
91571,803,538,4
91572,836,324,4
91573,655,1118,3
91574,95,50,5
91575,561,651,3
91576,648,220,3
91577,846,63,3
91578,868,378,2
91579,841,258,5
91580,650,290,2
91581,889,3,4
91582,102,684,2
91583,482,313,5
91584,892,159,4
91585,843,196,2
91586,937,303,4
91587,655,279,3
91588,934,630,4
91589,846,82,2
91590,542,249,4
91591,102,1076,2
91592,805,357,5
91593,620,151,4
91594,862,546,4
91595,787,351,3
91596,639,14,5
91597,858,9,5
91598,779,294,5
91599,194,712,3
91600,796,655,3
91601,825,840,4
91602,727,252,2
91603,620,758,2
91604,378,51,3
91605,824,243,1
91606,885,365,3
91607,777,652,5
91608,45,24,3
91609,748,118,2
91610,798,181,5
91611,421,509,2
91612,683,127,4
91613,934,712,4
91614,771,173,4
91615,809,322,3
91616,817,9,3
91617,406,462,5
91618,751,655,3
91619,932,493,5
91620,894,30,4
91621,530,470,3
91622,916,257,3
91623,932,228,4
91624,796,195,5
91625,894,718,3
91626,239,528,5
91627,932,520,4
91628,41,50,5
91629,329,534,3
91630,642,172,5
91631,59,507,4
91632,709,295,3
91633,389,367,4
91634,436,427,3
91635,905,751,3
91636,887,455,5
91637,693,546,1
91638,940,183,3
91639,551,17,5
91640,911,173,5
91641,250,469,4
91642,605,187,5
91643,863,895,5
91644,460,245,3
91645,881,194,3
91646,155,322,2
91647,798,1446,4
91648,690,69,5
91649,650,520,4
91650,938,259,2
91651,724,323,2
91652,608,42,5
91653,894,270,3
91654,514,199,3
91655,648,742,5
91656,545,50,5
91657,905,1051,2
91658,577,294,4
91659,933,39,3
91660,296,1251,5
91661,617,17,1
91662,294,21,3
91663,653,1035,2
91664,655,196,3
91665,919,880,3
91666,642,1032,4
91667,22,731,3
91668,180,235,4
91669,864,393,3
91670,934,449,4
91671,784,302,5
91672,782,752,4
91673,757,118,3
91674,870,427,4
91675,429,528,4
91676,897,25,2
91677,533,627,2
91678,151,664,5
91679,846,463,5
91680,910,597,3
91681,833,819,1
91682,378,956,3
91683,435,585,3
91684,468,55,5
91685,930,14,4
91686,492,474,5
91687,90,516,5
91688,286,1133,4
91689,645,288,3
91690,13,218,1
91691,840,463,5
91692,804,928,4
91693,864,58,5
91694,276,949,3
91695,868,1240,5
91696,429,71,3
91697,806,70,2
91698,109,50,5
91699,932,212,4
91700,805,549,3
91701,734,705,4
91702,838,487,4
91703,268,840,2
91704,846,97,4
91705,619,293,3
91706,502,307,4
91707,898,328,2
91708,543,144,4
91709,814,447,3
91710,805,82,3
91711,807,1274,3
91712,659,559,1
91713,307,121,1
91714,524,60,5
91715,416,303,4
91716,299,354,4
91717,145,544,4
91718,933,164,2
91719,328,610,3
91720,330,384,2
91721,553,483,5
91722,455,736,3
91723,872,975,4
91724,267,265,5
91725,758,319,4
91726,504,100,5
91727,536,205,5
91728,555,13,5
91729,934,89,5
91730,618,214,2
91731,657,7,3
91732,896,952,4
91733,798,828,4
91734,91,79,5
91735,756,151,4
91736,934,170,4
91737,224,147,3
91738,367,217,5
91739,870,88,2
91740,562,148,5
91741,864,509,5
91742,883,496,2
91743,622,427,4
91744,903,273,3
91745,363,1013,3
91746,645,135,5
91747,479,205,3
91748,722,117,4
91749,774,518,1
91750,650,145,3
91751,918,381,5
91752,896,129,4
91753,862,979,5
91754,837,277,2
91755,144,212,5
91756,537,19,4
91757,393,769,4
91758,329,423,4
91759,578,300,4
91760,405,550,2
91761,894,124,5
91762,883,237,3
91763,325,172,4
91764,179,347,3
91765,655,559,2
91766,896,164,4
91767,478,433,3
91768,897,125,4
91769,916,367,3
91770,222,597,1
91771,271,735,4
91772,552,111,3
91773,577,216,4
91774,398,237,3
91775,880,151,4
91776,929,28,4
91777,26,1013,1
91778,452,480,5
91779,323,273,4
91780,896,43,3
91781,758,77,3
91782,751,597,2
91783,472,235,5
91784,933,834,1
91785,788,828,3
91786,889,165,3
91787,881,748,3
91788,880,63,3
91789,886,214,3
91790,591,954,3
91791,877,222,2
91792,880,636,3
91793,723,150,3
91794,524,647,3
91795,332,472,3
91796,887,409,4
91797,868,55,5
91798,286,402,3
91799,932,96,4
91800,926,272,5
91801,650,176,4
91802,847,603,3
91803,279,945,5
91804,738,100,2
91805,747,172,5
91806,393,819,3
91807,487,1220,4
91808,795,583,4
91809,817,288,4
91810,943,204,3
91811,655,1628,2
91812,870,579,2
91813,586,232,3
91814,830,510,4
91815,263,141,5
91816,648,364,5
91817,870,313,4
91818,540,762,4
91819,698,214,1
91820,722,148,3
91821,916,369,2
91822,653,393,2
91823,747,1246,1
91824,774,211,3
91825,774,62,2
91826,537,792,3
91827,804,167,3
91828,805,338,1
91829,883,265,3
91830,801,358,4
91831,645,194,4
91832,773,324,3
91833,472,95,3
91834,603,474,4
91835,808,264,5
91836,922,834,1
91837,871,1434,3
91838,942,328,3
91839,537,978,2
91840,870,692,2
91841,943,132,3
91842,162,294,3
91843,85,162,2
91844,543,562,2
91845,601,406,2
91846,539,301,5
91847,828,462,3
91848,919,423,5
91849,490,289,1
91850,484,89,4
91851,430,64,4
91852,543,432,4
91853,727,1615,1
91854,577,941,4
91855,582,988,1
91856,846,737,4
91857,307,708,4
91858,918,82,3
91859,618,186,4
91860,919,287,4
91861,943,56,5
91862,705,423,2
91863,407,152,4
91864,886,64,5
91865,838,121,2
91866,919,527,4
91867,405,174,5
91868,279,242,3
91869,932,510,4
91870,784,268,3
91871,918,630,3
91872,617,164,1
91873,532,143,4
91874,916,462,4
91875,807,318,5
91876,935,546,4
91877,870,268,3
91878,629,881,3
91879,715,50,5
91880,234,1003,2
91881,747,169,5
91882,554,276,3
91883,860,332,2
91884,884,921,5
91885,840,11,3
91886,189,297,3
91887,454,732,4
91888,848,176,4
91889,804,250,4
91890,307,831,1
91891,704,382,4
91892,889,514,1
91893,807,449,5
91894,831,508,3
91895,823,127,5
91896,741,172,5
91897,481,144,4
91898,320,597,3
91899,318,451,4
91900,533,70,4
91901,771,128,2
91902,881,596,3
91903,883,396,2
91904,815,204,4
91905,896,654,3
91906,747,17,4
91907,650,614,3
91908,102,316,3
91909,870,1221,3
91910,592,789,4
91911,850,318,5
91912,848,647,5
91913,582,117,3
91914,883,530,3
91915,880,1049,3
91916,867,257,4
91917,772,294,4
91918,894,347,4
91919,758,386,3
91920,907,79,5
91921,13,870,3
91922,841,751,3
91923,645,39,3
91924,583,602,4
91925,568,482,4
91926,854,197,4
91927,862,633,5
91928,896,1028,2
91929,293,432,5
91930,505,755,3
91931,617,441,3
91932,704,494,5
91933,883,989,5
91934,936,717,2
91935,807,95,4
91936,303,116,5
91937,910,210,4
91938,642,794,4
91939,764,939,4
91940,846,48,5
91941,449,86,4
91942,758,196,4
91943,194,654,2
91944,890,176,4
91945,707,654,4
91946,776,7,4
91947,806,690,2
91948,931,845,3
91949,673,340,5
91950,851,349,3
91951,938,258,5
91952,834,13,2
91953,880,1047,3
91954,890,187,5
91955,919,953,3
91956,369,196,5
91957,854,121,1
91958,653,1087,2
91959,534,276,5
91960,463,985,1
91961,659,482,4
91962,936,358,4
91963,399,1060,3
91964,862,969,5
91965,463,936,2
91966,560,197,4
91967,897,120,3
91968,698,419,3
91969,600,759,2
91970,256,934,3
91971,642,64,5
91972,727,616,2
91973,346,195,5
91974,242,275,5
91975,498,1404,3
91976,577,121,5
91977,156,100,4
91978,907,475,3
91979,862,132,5
91980,495,135,3
91981,479,62,3
91982,479,250,4
91983,416,544,2
91984,705,230,4
91985,894,591,4
91986,763,79,5
91987,874,20,3
91988,661,31,3
91989,881,712,3
91990,693,402,3
91991,842,874,5
91992,891,595,3
91993,733,1117,2
91994,922,80,3
91995,773,174,3
91996,889,509,2
91997,874,127,5
91998,699,202,3
91999,429,1112,3
92000,660,87,2
92001,867,300,2
92002,877,14,5
92003,933,435,4
92004,497,1615,3
92005,627,693,2
92006,826,511,3
92007,281,259,3
92008,848,566,4
92009,821,71,5
92010,899,195,4
92011,176,273,4
92012,556,173,3
92013,876,22,4
92014,899,1,3
92015,900,117,2
92016,658,923,3
92017,940,164,2
92018,618,55,2
92019,514,568,4
92020,741,186,5
92021,807,748,4
92022,889,276,4
92023,287,742,3
92024,748,427,4
92025,930,411,1
92026,65,194,4
92027,776,860,3
92028,908,7,3
92029,422,441,4
92030,312,197,4
92031,60,419,3
92032,881,14,1
92033,892,318,5
92034,438,300,4
92035,916,650,4
92036,387,665,2
92037,521,231,2
92038,611,750,5
92039,880,342,3
92040,932,491,5
92041,846,661,4
92042,527,423,3
92043,870,606,4
92044,758,902,4
92045,577,819,3
92046,902,257,3
92047,886,550,4
92048,75,129,3
92049,1,28,4
92050,882,407,2
92051,867,855,5
92052,880,1012,4
92053,827,312,2
92054,934,965,4
92055,164,248,4
92056,847,928,3
92057,900,205,4
92058,632,22,4
92059,916,92,5
92060,927,25,3
92061,891,405,3
92062,721,682,3
92063,700,651,4
92064,194,575,1
92065,880,226,4
92066,942,1221,4
92067,768,237,4
92068,642,940,2
92069,706,237,4
92070,903,175,4
92071,943,625,3
92072,59,53,5
92073,659,170,3
92074,532,99,5
92075,786,419,4
92076,117,164,5
92077,25,82,4
92078,872,628,4
92079,625,652,4
92080,296,187,5
92081,785,269,5
92082,454,511,3
92083,691,322,3
92084,918,197,2
92085,796,243,3
92086,178,173,5
92087,382,514,3
92088,600,82,5
92089,592,748,2
92090,941,300,4
92091,643,408,4
92092,655,915,4
92093,805,419,4
92094,795,747,3
92095,707,134,4
92096,889,59,4
92097,711,378,4
92098,535,134,5
92099,878,740,2
92100,918,965,4
92101,798,1284,3
92102,763,143,3
92103,889,763,4
92104,848,945,5
92105,782,348,4
92106,861,70,4
92107,927,195,4
92108,711,729,3
92109,754,307,3
92110,618,713,4
92111,646,352,1
92112,327,952,2
92113,730,1,4
92114,435,101,3
92115,943,1330,3
92116,847,507,3
92117,405,641,1
92118,854,11,5
92119,409,663,4
92120,121,1,4
92121,291,293,5
92122,872,273,3
92123,882,7,4
92124,464,12,5
92125,887,368,5
92126,308,583,4
92127,624,595,3
92128,909,339,4
92129,389,412,3
92130,886,95,5
92131,34,899,5
92132,865,95,1
92133,496,1041,1
92134,402,100,5
92135,501,273,4
92136,508,215,3
92137,125,82,5
92138,132,1019,3
92139,796,477,2
92140,682,172,5
92141,204,9,5
92142,537,501,3
92143,100,898,4
92144,267,576,3
92145,532,754,4
92146,117,271,4
92147,908,124,3
92148,919,275,5
92149,851,480,5
92150,896,473,2
92151,843,521,2
92152,891,126,5
92153,887,1084,5
92154,870,490,3
92155,691,205,5
92156,880,467,4
92157,500,1315,4
92158,456,483,4
92159,836,260,2
92160,666,566,3
92161,532,453,4
92162,94,1007,4
92163,49,208,4
92164,786,703,3
92165,886,1014,5
92166,862,185,5
92167,665,248,4
92168,653,188,5
92169,706,125,5
92170,279,1274,3
92171,383,604,5
92172,447,474,3
92173,545,386,2
92174,561,531,1
92175,655,1636,4
92176,814,635,2
92177,561,357,3
92178,3,340,5
92179,715,692,3
92180,796,125,4
92181,942,520,5
92182,887,405,5
92183,943,569,2
92184,56,1074,3
92185,442,738,3
92186,621,386,3
92187,917,763,3
92188,440,245,4
92189,230,627,5
92190,932,705,4
92191,709,597,4
92192,524,117,3
92193,747,649,3
92194,884,14,4
92195,548,127,5
92196,553,170,4
92197,933,597,1
92198,686,603,5
92199,435,596,4
92200,747,276,5
92201,38,678,5
92202,887,25,2
92203,658,171,4
92204,758,1047,3
92205,880,732,4
92206,869,25,2
92207,860,894,2
92208,699,117,4
92209,840,91,5
92210,934,199,4
92211,907,291,5
92212,101,595,2
92213,886,42,5
92214,451,748,4
92215,814,201,2
92216,606,180,4
92217,896,710,4
92218,934,1065,2
92219,804,118,4
92220,771,496,5
92221,840,172,3
92222,705,393,4
92223,705,576,4
92224,943,546,4
92225,251,185,5
92226,922,15,4
92227,788,402,3
92228,21,858,1
92229,834,886,4
92230,889,1239,1
92231,847,66,3
92232,932,488,5
92233,916,713,3
92234,707,9,5
92235,862,1050,5
92236,495,577,1
92237,401,203,4
92238,291,739,3
92239,927,56,4
92240,650,71,3
92241,932,890,1
92242,574,305,3
92243,258,300,5
92244,437,558,3
92245,910,181,1
92246,927,477,3
92247,358,221,5
92248,246,477,4
92249,650,559,3
92250,110,569,4
92251,913,50,4
92252,846,576,4
92253,232,44,4
92254,924,511,5
92255,568,524,2
92256,727,371,2
92257,840,157,4
92258,916,582,4
92259,244,383,3
92260,746,186,4
92261,429,462,4
92262,528,79,5
92263,334,403,4
92264,49,225,2
92265,49,256,4
92266,745,127,2
92267,878,1100,3
92268,266,325,1
92269,927,412,1
92270,411,202,4
92271,641,203,4
92272,846,523,4
92273,921,538,4
92274,912,517,4
92275,705,283,5
92276,411,174,4
92277,892,27,4
92278,536,549,3
92279,867,188,4
92280,758,289,2
92281,936,19,5
92282,916,475,4
92283,743,242,4
92284,934,483,3
92285,26,328,2
92286,842,258,3
92287,591,8,3
92288,763,190,4
92289,248,187,3
92290,886,762,5
92291,883,517,4
92292,664,318,5
92293,877,61,5
92294,524,174,4
92295,334,214,3
92296,372,1212,4
92297,843,357,2
92298,788,22,5
92299,892,227,4
92300,798,944,4
92301,634,1011,4
92302,432,475,4
92303,790,721,3
92304,766,739,2
92305,161,118,2
92306,934,811,4
92307,504,622,4
92308,802,194,4
92309,727,748,4
92310,804,156,4
92311,631,877,2
92312,693,1090,4
92313,585,14,4
92314,541,826,3
92315,846,768,4
92316,899,203,4
92317,110,67,3
92318,922,450,4
92319,682,1153,3
92320,943,385,4
92321,910,831,1
92322,812,332,4
92323,932,612,5
92324,26,1010,2
92325,77,191,3
92326,846,1249,3
92327,195,109,3
92328,653,265,4
92329,896,1681,3
92330,889,42,5
92331,699,1009,4
92332,470,124,3
92333,940,191,4
92334,705,820,3
92335,707,242,4
92336,892,28,4
92337,276,541,3
92338,655,1638,3
92339,145,1011,5
92340,922,391,3
92341,328,566,5
92342,939,257,5
92343,893,288,3
92344,899,568,4
92345,763,819,2
92346,783,895,4
92347,560,1016,3
92348,275,228,4
92349,919,447,4
92350,878,663,5
92351,708,1028,2
92352,237,64,5
92353,815,443,3
92354,918,132,4
92355,773,153,5
92356,844,405,2
92357,690,154,3
92358,665,535,4
92359,606,63,3
92360,484,172,5
92361,403,50,5
92362,931,508,4
92363,697,291,5
92364,593,163,4
92365,374,193,4
92366,774,88,1
92367,842,349,3
92368,342,236,3
92369,788,175,3
92370,933,69,4
92371,927,761,3
92372,407,498,4
92373,416,603,5
92374,11,107,4
92375,617,515,3
92376,84,591,4
92377,795,226,3
92378,932,527,4
92379,854,1284,2
92380,916,233,3
92381,908,172,3
92382,826,190,3
92383,749,162,3
92384,906,991,3
92385,840,208,4
92386,927,71,5
92387,880,257,5
92388,228,275,3
92389,932,47,4
92390,525,181,4
92391,708,1040,2
92392,630,195,4
92393,94,355,2
92394,488,321,3
92395,592,681,1
92396,723,50,4
92397,596,222,3
92398,826,568,4
92399,752,678,3
92400,194,399,2
92401,938,250,3
92402,561,206,3
92403,686,168,5
92404,936,257,3
92405,808,748,4
92406,497,249,5
92407,57,717,4
92408,59,1120,1
92409,788,623,3
92410,804,245,4
92411,645,181,4
92412,914,216,3
92413,542,48,5
92414,653,447,2
92415,880,570,3
92416,907,506,5
92417,880,657,4
92418,653,238,1
92419,731,215,5
92420,838,257,5
92421,908,558,4
92422,796,511,4
92423,804,523,5
92424,723,433,3
92425,620,699,5
92426,180,356,3
92427,655,716,2
92428,807,417,3
92429,890,521,5
92430,410,352,3
92431,599,220,5
92432,624,870,4
92433,753,269,5
92434,878,549,4
92435,526,272,5
92436,897,179,3
92437,771,95,4
92438,899,147,2
92439,894,312,3
92440,623,70,4
92441,777,212,5
92442,577,452,3
92443,358,1159,5
92444,279,576,3
92445,106,82,3
92446,927,1415,4
92447,833,1070,5
92448,928,268,5
92449,770,410,4
92450,846,421,4
92451,435,559,3
92452,450,504,5
92453,9,385,5
92454,813,893,3
92455,416,1229,2
92456,835,187,4
92457,731,237,4
92458,933,204,3
92459,655,1137,3
92460,795,210,4
92461,874,521,5
92462,463,690,4
92463,450,63,4
92464,846,1220,2
92465,711,905,3
92466,70,449,2
92467,862,45,4
92468,693,28,2
92469,657,327,1
92470,864,225,3
92471,730,1012,5
92472,600,79,4
92473,639,835,4
92474,429,663,4
92475,846,728,4
92476,916,583,4
92477,710,277,4
92478,911,228,4
92479,705,173,2
92480,772,751,3
92481,493,170,3
92482,805,145,2
92483,834,515,5
92484,935,313,5
92485,934,82,4
92486,889,695,3
92487,1,172,5
92488,327,66,3
92489,353,313,5
92490,924,153,4
92491,883,59,5
92492,479,238,4
92493,894,1403,3
92494,871,905,3
92495,679,173,5
92496,846,68,3
92497,762,111,2
92498,867,678,3
92499,644,125,4
92500,703,328,3
92501,226,92,2
92502,417,102,3
92503,901,222,4
92504,407,71,3
92505,393,210,4
92506,846,385,5
92507,660,679,2
92508,840,650,4
92509,843,596,3
92510,936,1068,4
92511,896,966,4
92512,152,451,5
92513,889,164,4
92514,826,625,3
92515,416,1286,5
92516,913,131,5
92517,766,443,3
92518,897,1531,4
92519,401,634,1
92520,881,205,4
92521,933,154,2
92522,885,172,3
92523,407,408,4
92524,545,1091,3
92525,738,154,3
92526,883,251,5
92527,468,161,3
92528,931,181,4
92529,883,922,5
92530,487,789,4
92531,915,750,4
92532,506,172,5
92533,669,64,4
92534,615,683,1
92535,847,455,2
92536,943,227,1
92537,234,190,3
92538,437,319,5
92539,804,431,4
92540,929,204,4
92541,536,117,4
92542,537,284,3
92543,906,1011,4
92544,901,826,2
92545,801,681,1
92546,887,568,2
92547,643,436,4
92548,942,689,3
92549,634,760,3
92550,501,93,4
92551,752,1243,4
92552,854,89,4
92553,764,318,5
92554,733,1132,4
92555,805,417,2
92556,861,10,3
92557,651,269,5
92558,925,288,5
92559,705,15,3
92560,716,367,4
92561,416,1168,4
92562,130,239,4
92563,922,62,3
92564,286,856,2
92565,847,135,4
92566,888,202,4
92567,626,292,1
92568,805,155,1
92569,881,172,4
92570,934,703,4
92571,900,136,2
92572,301,217,3
92573,727,451,5
92574,825,932,3
92575,893,323,2
92576,877,371,5
92577,819,533,4
92578,674,292,4
92579,815,313,5
92580,23,387,3
92581,178,339,3
92582,892,405,4
92583,356,288,4
92584,861,116,4
92585,463,1216,3
92586,727,538,3
92587,864,380,3
92588,758,239,3
92589,885,179,1
92590,122,1074,4
92591,561,69,1
92592,940,357,4
92593,639,509,3
92594,823,102,4
92595,469,510,4
92596,393,866,3
92597,264,517,5
92598,409,529,5
92599,881,227,4
92600,691,79,5
92601,591,856,4
92602,399,182,4
92603,519,682,1
92604,40,302,3
92605,918,199,3
92606,47,1022,3
92607,933,62,1
92608,714,118,5
92609,561,514,4
92610,834,1017,2
92611,847,228,4
92612,13,135,5
92613,712,553,5
92614,24,97,4
92615,130,293,5
92616,236,520,4
92617,299,89,5
92618,892,213,3
92619,892,447,3
92620,916,121,3
92621,436,234,3
92622,923,325,4
92623,655,1284,2
92624,880,62,3
92625,908,496,5
92626,889,1194,4
92627,398,86,3
92628,923,257,5
92629,151,610,5
92630,106,318,5
92631,833,1427,3
92632,749,566,3
92633,935,1048,3
92634,848,432,2
92635,653,144,3
92636,698,607,2
92637,665,265,3
92638,18,133,5
92639,222,1291,2
92640,922,122,2
92641,230,549,5
92642,711,49,4
92643,871,147,5
92644,919,535,3
92645,911,514,3
92646,815,732,5
92647,930,274,4
92648,942,210,4
92649,621,8,5
92650,675,235,1
92651,651,302,5
92652,417,496,3
92653,796,147,5
92654,933,42,1
92655,399,100,3
92656,892,523,5
92657,886,833,5
92658,838,254,3
92659,72,23,4
92660,864,24,5
92661,495,448,5
92662,916,960,4
92663,624,301,3
92664,886,692,3
92665,880,39,4
92666,922,68,4
92667,942,480,5
92668,714,323,4
92669,647,136,5
92670,766,465,3
92671,586,79,4
92672,250,81,4
92673,207,1023,3
92674,584,541,3
92675,664,792,4
92676,425,4,4
92677,907,1028,5
92678,610,135,3
92679,806,1012,4
92680,312,511,5
92681,830,431,3
92682,883,794,4
92683,474,492,4
92684,906,237,4
92685,709,515,4
92686,835,225,2
92687,435,177,5
92688,897,826,4
92689,833,931,4
92690,906,240,3
92691,888,237,5
92692,548,1,4
92693,693,636,1
92694,669,196,3
92695,859,1326,4
92696,533,1086,3
92697,936,1,4
92698,404,876,2
92699,777,288,4
92700,745,936,1
92701,151,202,5
92702,804,527,4
92703,894,1255,4
92704,868,520,4
92705,884,515,4
92706,875,180,5
92707,919,125,4
92708,249,129,5
92709,558,285,5
92710,795,926,2
92711,85,715,4
92712,538,50,5
92713,863,343,5
92714,841,302,5
92715,804,444,4
92716,456,1551,3
92717,897,288,5
92718,924,313,4
92719,903,234,4
92720,475,303,1
92721,882,582,5
92722,916,211,4
92723,747,555,2
92724,936,1160,5
92725,425,300,2
92726,851,1023,3
92727,621,751,4
92728,782,1667,3
92729,935,255,4
92730,880,329,4
92731,852,109,3
92732,796,530,3
92733,878,45,3
92734,370,14,3
92735,896,461,3
92736,823,408,5
92737,705,161,5
92738,880,328,4
92739,328,38,3
92740,435,742,4
92741,682,288,4
92742,843,222,3
92743,901,204,5
92744,870,89,3
92745,23,176,3
92746,842,302,5
92747,787,749,4
92748,936,1199,4
92749,816,300,4
92750,749,419,5
92751,823,651,5
92752,889,474,4
92753,932,389,3
92754,854,222,4
92755,846,787,4
92756,890,186,2
92757,249,123,3
92758,363,260,2
92759,299,83,5
92760,846,614,5
92761,544,327,2
92762,916,69,4
92763,328,281,4
92764,381,483,5
92765,833,357,4
92766,864,77,4
92767,545,449,2
92768,825,1013,2
92769,536,73,4
92770,833,447,5
92771,870,223,4
92772,716,604,3
92773,716,193,5
92774,887,289,5
92775,87,56,4
92776,840,69,4
92777,592,350,4
92778,267,2,3
92779,109,385,4
92780,497,177,4
92781,936,756,4
92782,803,260,3
92783,877,739,4
92784,943,468,2
92785,886,512,1
92786,488,300,4
92787,749,969,4
92788,276,1010,3
92789,830,568,4
92790,315,1084,4
92791,848,1063,5
92792,301,655,1
92793,705,181,5
92794,912,64,4
92795,682,527,3
92796,389,675,3
92797,126,881,5
92798,693,135,4
92799,894,463,4
92800,899,8,4
92801,541,173,5
92802,922,11,5
92803,345,815,3
92804,931,306,4
92805,661,121,2
92806,907,476,4
92807,916,209,3
92808,650,159,3
92809,266,276,3
92810,254,405,3
92811,916,1070,4
92812,86,259,4
92813,800,237,4
92814,871,11,3
92815,782,293,2
92816,727,385,3
92817,795,222,3
92818,457,202,4
92819,704,889,3
92820,407,121,4
92821,880,1044,4
92822,904,1152,4
92823,890,657,5
92824,715,183,3
92825,846,581,4
92826,257,1137,5
92827,920,268,3
92828,896,774,3
92829,338,169,5
92830,378,1147,4
92831,49,904,2
92832,758,576,4
92833,883,1288,4
92834,889,322,3
92835,911,197,4
92836,650,162,3
92837,907,151,4
92838,546,567,4
92839,868,679,3
92840,146,286,3
92841,642,58,3
92842,502,266,3
92843,901,117,4
92844,405,385,1
92845,606,951,2
92846,880,992,4
92847,318,629,4
92848,916,693,3
92849,634,284,4
92850,870,7,4
92851,533,298,4
92852,823,136,5
92853,932,755,2
92854,677,351,2
92855,249,658,4
92856,896,307,3
92857,607,482,5
92858,709,379,3
92859,716,430,5
92860,934,972,3
92861,889,482,4
92862,711,254,2
92863,431,303,4
92864,419,197,5
92865,595,547,4
92866,880,122,3
92867,881,259,3
92868,646,895,3
92869,588,1098,4
92870,903,238,5
92871,897,368,1
92872,805,402,2
92873,334,14,3
92874,731,720,3
92875,423,10,4
92876,66,257,3
92877,221,288,3
92878,885,204,4
92879,641,198,5
92880,943,234,3
92881,816,323,4
92882,566,388,3
92883,136,258,5
92884,758,139,4
92885,486,532,4
92886,659,187,5
92887,854,275,4
92888,642,420,4
92889,313,490,4
92890,901,409,3
92891,314,476,5
92892,738,152,4
92893,872,871,3
92894,880,184,4
92895,848,1065,2
92896,872,354,4
92897,716,505,4
92898,44,201,2
92899,44,31,4
92900,347,1244,3
92901,875,211,5
92902,757,1073,4
92903,825,290,4
92904,807,602,5
92905,624,326,3
92906,716,451,4
92907,943,72,2
92908,833,577,1
92909,460,283,3
92910,796,660,5
92911,709,233,3
92912,503,684,4
92913,650,489,3
92914,417,549,3
92915,13,756,2
92916,221,1016,3
92917,269,825,1
92918,451,258,4
92919,844,172,4
92920,712,143,5
92921,896,1112,3
92922,457,133,4
92923,279,823,3
92924,751,153,4
92925,634,988,1
92926,95,450,2
92927,640,770,4
92928,901,560,3
92929,895,748,3
92930,559,56,3
92931,843,211,2
92932,666,208,3
92933,833,179,5
92934,198,81,5
92935,13,8,4
92936,727,930,3
92937,795,755,3
92938,840,196,4
92939,83,50,3
92940,305,311,5
92941,860,393,2
92942,627,658,3
92943,286,215,3
92944,738,343,3
92945,13,285,5
92946,727,578,3
92947,682,216,4
92948,767,344,4
92949,669,313,4
92950,844,946,3
92951,623,153,3
92952,940,150,3
92953,903,211,5
92954,627,317,5
92955,320,96,5
92956,533,744,2
92957,541,1091,3
92958,692,1028,3
92959,17,269,4
92960,717,476,4
92961,405,1043,1
92962,537,493,4
92963,642,69,5
92964,758,566,4
92965,276,161,3
92966,892,49,4
92967,90,708,5
92968,340,378,5
92969,550,275,4
92970,208,393,4
92971,586,431,3
92972,307,50,5
92973,928,749,5
92974,936,866,2
92975,450,795,3
92976,907,496,4
92977,577,356,4
92978,490,24,4
92979,805,231,3
92980,796,333,5
92981,271,136,3
92982,518,508,3
92983,707,190,5
92984,833,646,5
92985,250,991,2
92986,768,272,5
92987,13,260,1
92988,771,652,4
92989,486,1142,5
92990,940,161,3
92991,500,182,2
92992,299,1379,3
92993,724,749,4
92994,782,1278,4
92995,925,559,3
92996,844,471,3
92997,472,50,5
92998,939,424,3
92999,912,192,4
93000,222,162,2
93001,833,1274,1
93002,542,50,4
93003,643,393,4
93004,197,751,3
93005,878,755,2
93006,851,1291,2
93007,890,675,5
93008,908,603,4
93009,889,519,4
93010,246,240,3
93011,650,265,4
93012,932,9,5
93013,377,294,5
93014,851,174,5
93015,763,464,3
93016,795,473,2
93017,737,137,5
93018,872,347,2
93019,716,566,3
93020,393,302,4
93021,118,100,5
93022,802,436,4
93023,785,294,4
93024,933,117,2
93025,60,15,4
93026,450,628,4
93027,807,118,4
93028,118,5,2
93029,391,133,4
93030,507,181,5
93031,735,1012,2
93032,894,818,3
93033,768,762,1
93034,899,177,3
93035,887,1047,5
93036,877,475,4
93037,858,689,5
93038,757,69,3
93039,416,124,4
93040,749,380,3
93041,391,648,5
93042,82,134,4
93043,436,187,5
93044,913,171,3
93045,269,237,2
93046,923,294,4
93047,851,1675,3
93048,327,275,4
93049,776,607,4
93050,592,185,5
93051,695,678,4
93052,785,79,4
93053,561,185,4
93054,868,95,2
93055,686,23,5
93056,916,741,3
93057,812,300,5
93058,790,97,2
93059,387,232,2
93060,590,19,5
93061,154,152,4
93062,866,313,1
93063,622,176,4
93064,881,225,2
93065,446,340,2
93066,937,100,3
93067,45,826,3
93068,394,183,4
93069,897,546,4
93070,749,984,3
93071,863,750,4
93072,889,303,3
93073,826,96,5
93074,380,318,4
93075,841,316,4
93076,116,596,5
93077,927,755,5
93078,695,286,3
93079,7,561,4
